?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0007697>	"abolished vegetative cell growth"		"Note that this term refers to growth, i.e. increase in size, of an individual cell. If you have measured the rate or extent of growth of a culture in liquid medium or on plates, use one of the 'cell population growth' terms. | A decreased vegetative cell growth phenotype in which growth of the cell in the vegetative growth phase of the life cycle is abolished."
<http://purl.obolibrary.org/obo/OMP_0007698>	"cell population phenotype"	"cell population phenotype"	"A population phenotype that is observed at the level of a population of microbial cells. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007699>	"nonviable cell population"		"A cell population phenotype in which none of the cells in the population are viable."
<http://purl.obolibrary.org/obo/OMP_0007700>	"nonviable vegetative cell population"	"inviable vegetative cell population"	"A cell population phenotype in which all cells in the population are nonviable in the vegetative growth phase of the life cycle."
<http://purl.obolibrary.org/obo/OMP_0007701>	"nonviable spore population"		"A cell population phenotype in which none of the cells in a population of spores are viable. Nonviable spores do not germinate."
<http://purl.obolibrary.org/obo/OMP_0007702>	"decreased cell population viability"		"An altered cell population viability phenotype where the proportion of cells that survive a specified treatment is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007703>	"increased cell population viability"		"An altered cell population viability phenotype where the proportion of cells that survive a specified treatment is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007704>	"abolished cell population viability"		
<http://purl.obolibrary.org/obo/OMP_0007705>	"cell population viability phenotype"	"cell population viability"	"A cell population phenotype that describes the proportion of a microbial population that is able to survive a particular treatment."
<http://purl.obolibrary.org/obo/OMP_0007706>	"viable spore population"		"A cell population phenotype in which cells in a population of spores are viable."
<http://purl.obolibrary.org/obo/OMP_0007707>	"increased vegetative cell length"		"An increased cell length phenotype where cells in the vegetative growth phase of the life cycle are longer than a designated control."
<http://purl.obolibrary.org/obo/OMP_0007708>	"altered vegetative cell shape"	"abnormal vegetative cell shape"	"An altered cell shape phenotype where the shape of a cell in the vegetative growth phase of the life cycle is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007709>	"more convex colony"	"cone-shaped n"	"An altered colony morphology phenotype in which the colony spreads to a lesser extent  and grows vertically to a greater extent, resulting in a more convex shape, than a designated control colony."
<http://purl.obolibrary.org/obo/OMP_0007710>	"conjugation without glucose starvation"		"An altered conjugation phenotype in which conjugation takes place in cells that are not subject to glucose starvation."
<http://purl.obolibrary.org/obo/OMP_0007711>	"conjugation without nitrogen starvation"		"An altered conjugation phenotype where conjugation takes place in cells that are not subject to nitrogen starvation."
<http://purl.obolibrary.org/obo/OMP_0007712>	"branching of vegetative cell"		"An altered cell shape phenotype observed in the vegetative growth phase of the life cycle in which a daughter cell begins to grow from the lateral portion of the long axis of the cell, and at an angle to the septum or cell division site of the mother cell, resulting in the formation of a single cell that has a branch. This phenotype is not observed in the designated control."
<http://purl.obolibrary.org/obo/OMP_0007713>	"altered vegetative cell size"		"An xx phenotype observed in the vegetative growth phase of the life cycle in which the volume or dimensions of a microbial cell are altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007714>	"curving vegetative cell"		"An altered cell shape phenotype seen in the vegetative growth phase of the life cycle where a cell is more curved along the long axis than the designated control. In a curved cell, the long axis follows a smooth bend rather than a straight line."
<http://purl.obolibrary.org/obo/OMP_0007715>	"altered vegetative cell morphology"	"abnormal vegetative cell morphology"	"An altered cell morphology phenotype where the morphology (i.e., size, shape, and structure) of a cell in the vegetative growth phase of the life cycle is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007716>	"viable vegetative cell"	"viable vegetative cell"	"A cell viability phenotype observed in the vegetative growth phase of the life cycle where a microbial cell is able to survive and go on to grow and reproduce in the specified conditions."
<http://purl.obolibrary.org/obo/OMP_0007717>	"decreased viability of vegetative microbial cell"		"An altered microbial cell viability phenotype observed in the vegetative phase of the growth cycle where the viability of a vegetative microbial cell is decreased relative to a designated control. | Note that if you have done an experiment that assays the viability of a population of microbial cells, such as looking at colony growth or growth in liquid culture, you should also annotate to 'inviable cell population' (OMP:xx) or one of its descendants."
<http://purl.obolibrary.org/obo/OMP_0007718>	"abolished viability of vegetative microbial cell"		"An altered microbial cell viability phenotype where the viability of cells in the vegetative growth phase of the life cycle is abolished."
<http://purl.obolibrary.org/obo/OMP_0007719>	"decreased cell volume"		"An altered cell size phenotype in which the volume of the cell is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007720>	"decreased vegetative cell volume"	"small vegetative cell"	"An altered cell size phenotype in which the volume of a cell in the vegetative growth phase of the life cycle is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007721>	"increased cell volume"		
<http://purl.obolibrary.org/obo/OMP_0007722>	"increased vegetative cell diameter"		"An altered cell size phenotype observed in the vegetative growth phase of the life cycle where the diameter of a microbial cell with a circular cross-section is increased relative to a designated control."
