acronym	name	description	homepage	contact	released	administeredBy
FG	FAIR Genomes	The FAIR Genomes semantic metadata schema to power reuse of NGS data in research and healthcare.	https://w3id.org/fair-genomes	Jeroen A.M. Beliën	2022-02-28T00:00:00.000+00:00	https://data.bioontology.org/users/k.j.van.der.velde
CU-VO	Venom Ontology	An ontology of venoms and venom-related compounds, designed to facilitate the discovery of novel venom-derived therapeutics.		Joseph D. Romano	2015-09-24T00:00:00.000+00:00	https://data.bioontology.org/users/jdromano2
SATO	SATO (IDEAS expAnded wiTh BCIO): workflow for designers of patient-centered mobile health behaviour change intervention applications	Designing effective theory-driven digital behaviour change interventions (DBCI) is a challenging task. To ease the design process, and assist with knowledge sharing and evaluation of the DBCI, we propose the SATO (IDEASexpAnded wiTh BCIO) design workflow based on the IDEAS (Integrate, Design, Assess, and Share) framework and aligned with the Behaviour Change Intervention Ontology (BCIO). BCIO is a structural representation of the knowledge in behaviour change domain supporting evaluation of behaviour change interventions (BCIs) but it is not straightforward to utilise it during DBCI design. IDEAS (Integrate, Design, Assess, and Share) framework guides multi-disciplinary teams through the mobile health (mHealth) application development life-cycle but it is not aligned with BCIO entities. SATO couples BCIO entities with workflow steps and extends IDEAS Integrate stage with consideration of customisation and personalisation.\r\nThe SATO ontology provides the extensions of BCIO along with examples of a BCI Scenario of Fatigue Reduction.		Mor Peleg	2022-11-17T00:00:00.000+00:00	https://data.bioontology.org/users/MorPeleg
OREX-SAM	OSIRIS-REx sample type	Sample types from JSC-SAMIS Interface Control Document. Edited by S.M. Richard. These sample types are limited to those expected from the OSIRIS-REx sample return, this is not an exhaustive sample type categorization.		Stephen M Richard	2022-09-08T00:00:00.000+00:00	https://data.bioontology.org/users/smrbioportal
WHO-ART	World Health Organization (WHO) Adverse Reaction Terminology	WHO Adverse Reaction Terminology, 1997	http://www.umc-products.com/DynPage.aspx?id=73589&mn1=1107&mn2=1664	WHO Collaborating Centre for International Drug Monitoring	2024-05-06T00:00:00.000+00:00	https://data.bioontology.org/users/admin
WB-LS	C. elegans Development Vocabulary	A structured controlled vocabulary of the development of <i>Caenorhabditis elegans</i>.	http://www.wormbase.org/	Worm_development Administrators	2019-02-05T18:14:48.000-08:00	https://data.bioontology.org/users/wchen%40its.caltech.edu
SCIO	Spinal Cord Injury Ontology	Representation of pre-clinical studies in the domain of spinal cord injury therapies	http://www.psink.de	Matthias Hartung	2017-09-19T00:00:00.000+00:00	https://data.bioontology.org/users/mhartung_psink
ADMF	alzhaimer dessiese main factors	Alzheimer main ontologies		Pau Torrent Duran	2020-05-07T00:00:00.000+00:00	https://data.bioontology.org/users/Pautorrent
ADMO	Alzheimer Disease Map Ontology	Alzheimer’s disease (AD) pathophysiology is still imperfectly understood and current paradigms have not led to curative outcome. Omics technologies offer great promises for improving our understanding and generating new hypotheses. However, integration and interpretation of such data pose major challenges, calling for adequate knowledge models. AlzPathway is a disease map that gives a detailed and broad account of AD pathophysiology. However, AlzPathway lacks formalism, which can lead to ambiguity and misinterpretation. Ontologies are an adequate framework to overcome this limitation, through their axiomatic definitions and logical reasoning prop-erties. We introduce the AD Map Ontology (ADMO), an ontological upper model based on systems biology terms. We then propose to convert AlzPathway into an ontology and to integrate it into ADMO.		Henry Vincent	2018-10-17T00:00:00.000+00:00	https://data.bioontology.org/users/VJHenry
RNRMU	RNRMU	The terms of RNRMU		Gennady Bogopolskiy	2014-09-30T00:00:00.000+00:00	https://data.bioontology.org/users/bogopol2
EDEM-CONNECTONTO	eDEM-Connect: Ontology of Dementia-related Agitation and Relationship between Informal Caregivers and Persons with Dementia	The EDEM-CONNECTONTO has been created to incorporate domain knowledge about the various types of agitation observed in people with dementia (PwD), as well as the dyadic relationship existing between PwD and their informal caregivers. Furthermore, it offers a structured framework for non-pharmacological interventions, enabling caregivers to effectively manage and mitigate the bidirectional effects of agitation in PwD.		Christiane Pinkert	2024-02-05T00:00:00.000+00:00	https://data.bioontology.org/users/Sumaiya+Suravee;https://data.bioontology.org/users/stenialo
CO	Crop Ontology					https://data.bioontology.org/users/cropontology
CS	Coping Strategies for Adverse Drug Events Ontology	This is an ontology of possible coping strategies that patients advise for managing side effects they experience. It was created based on a forum for patients with a GastroIntestinal Stromal Tumor (GIST) . This ontology can be found here: https://github.com/AnneDirkson/CopingStratExtract. 		Anne Dirkson	2022-03-02T00:00:00.000+00:00	https://data.bioontology.org/users/annedirkson
CN	computer network	Computer networks ontology 		monademaidi	2014-09-18T00:00:00.000+00:00	https://data.bioontology.org/users/monademaidi
CL	Cell Ontology	The Cell Ontology is a structured controlled vocabulary for cell types in animals. The Cell Ontology is designed as a structured controlled vocabulary for cell types. This ontology was constructed for use by the model organism and other bioinformatics databases, where there is a need for a controlled vocabulary of cell types. This ontology is not organism specific. It covers cell types from prokaryotes to mammals. However, it excludes plant cell types, which are covered by PO.\r\n, An ontology of cell types.	https://obophenotype.github.io/cell-ontology/	Alexander Diehl	2025-10-16T18:04:51.000-07:00	https://data.bioontology.org/users/Alexander_Diehl
GFF-M4M	GO FAIR M4M	Controlled vocabularies allow an accurate and controlled approach in describing physical and digital assets (e.g., data). One of such controlled vocabulary is M4M Vocabulary. This controlled vocabulary is produced in Metadata 4 Machine (M4M) Workshop.\r\n\r\nsheet2rdf is used to build and serve M4M Vocabulary, while PURL is used to persist identifiers for the vocabulary:\r\n\r\nhttp://purl.org/m4m/	https://github.com/gofair-foundation/m4m-vocabulary	Barbara Magagna	2025-09-09T09:08:22.000-07:00	https://data.bioontology.org/users/mabablue
PDQ	Physician Data Query	Physician Data Query (PDQ) Terminology is part of NCI's comprehensive cancer information database, which contains expert summaries on a wide range of cancer topics, a listing of some 30,000 cancer clinical trials from around the world, a directory of genetics services professionals, the NCI Dictionary of Cancer Terms, and the NCI Drug Dictionary.	https://www.cancer.gov/publications/pdq	Volker Englisch	2019-05-06T00:00:00.000+00:00	https://data.bioontology.org/users/admin
CDNO	Compositional Dietary Nutrition Ontology	CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet.	https://github.com/Southern-Cross-Plant-Science/cdno	Liliana Andres Hernandez	2025-06-09T18:00:50.000-07:00	https://data.bioontology.org/users/vendetti
PDO_CAS	Plant Diversity Ontology	Plant Diversity Ontology (PDO) is the outcome of the construction tasks of domain ontology of science in the project of Scientific & Technological Knowledge Organization Systems (STKOS). The structure of PDO centers on species, including micro level of molecular, cell and tissue, medium level of plant organs, species and population, and macro level of ecosystem. The classes of PDO also capture the habitat, environmental conditions and expand the general characteristics of plants, completing the instances richness for plant species, geographical, classification and morphology. Furthermore, PDO builds the relationships among species, region, morphology, plant organs, developmental stage, revealing the list of species in an area, the morphology and life form of plants, and development process of species. In sum, PDO shows a growth process or development stage of a species and its structure characteristics in particular space and time scale, realizing the description of species diversity, ecosystem diversity and genetic diversity. At present, PDO has been applied to the platform of Go to Selected Open Access Journals (GoOA) developed by National Science Library of Chinese Academy of Sciences, supporting concept retrieval and concept extension for GoOA.	http://gooa.las.ac.cn/external/index.jsp	Ma Yumeng, Huang Jinxia, Liu Fenghong,Xu Zheping, Guo Jinjing, Cui Jinzhong, Sun Tan	2015-04-30T00:00:00.000+00:00	https://data.bioontology.org/users/openresources
ZEA	Maize Gross Anatomy Ontology		http://www.maizemap.org/	Leszek Vincent	2006-12-07T00:00:00.000-08:00	https://data.bioontology.org/users/Leszek%40missouri.edu
EMO	Enzyme Mechanism Ontology	This ontology describes the components of an enzyme and its reaction mechanism including the roles that the components play in the reaction mechanism.		Gemma Holliday	2011-06-29T00:00:00.000+00:00	https://data.bioontology.org/users/glholliday
CDAO	Comparative Data Analysis Ontology	A formalization of concepts and relations relevant to evolutionary comparative analysis, such as phylogenetic trees, OTUs (operational taxonomic units) and compared characters (including molecular characters as well as other types). CDAO is being developed by scientists in biology, evolution, and computer science.	https://github.com/evoinfo/cdao	Jim Balhoff	2013-08-20T00:00:00.000+00:00	https://data.bioontology.org/users/balhoff
TXPO	Toxic Process Ontology	TOXic Process Ontology (TXPO) includes entities related to toxic mechanisms (toxic courses) and processes, mainly focusing on hepatotoxicity.\r\nApplication system TOXPILOT:\r\nhttps://toxpilot.nibiohn.go.jp	https://toxpilot.nibiohn.go.jp	Yuki Yamagata	2022-12-07T00:00:00.000+00:00	https://data.bioontology.org/users/yukiyama;https://data.bioontology.org/users/katoh_nobutake;https://data.bioontology.org/users/yuki
QUDT2-1	Quantities, Units, Dimensions and Types (QUDT Version 2.1)	QUDT presents a unified architecture for the conceptual representation of quantities, quantity kinds, units, dimensions, and data types, which lie at the core of all scientific and engineering inquiry. But the QUDT specification is more than a core architecture and a list of these concepts, because it implements international standards and thus provides the foundation for system interoperability. In order to provide for interoperability and data exchange between information systems, the specification needs to be available in a machine processable form, with no ambiguities. For these reasons, the QUDT approach to specifying these concepts is to use precise semantically grounded specifications in an ontology model with translation into machine-processable representations.	http://qudt.org	Steve Ray	2020-01-30T00:00:00.000+00:00	https://data.bioontology.org/users/steveray
