card_id	trait_name	mapping_kind	base_category	substrate_label	predicate_positive_id	predicate_positive_label	predicate_negative_id	predicate_negative_label	substrate_chebi_ids	process_curies	matched_process_metpo	status	trait_format	curie_count	usable_external_curies
required-for-growth-butyrate	required for growth: butyrate	composed	required for growth	butyrate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:17968; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-calcium-2	required for growth: calcium(2+)	composed	required for growth	calcium(2+)	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:29108; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-casein	required for growth: casein	composed	required for growth	casein	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	2	CHEBI
required-for-growth-cellobiose	required for growth: cellobiose	composed	required for growth	cellobiose	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:17057; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-citrate	required for growth: citrate	composed	required for growth	citrate	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:16947; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-cobalamin	required for growth: cobalamin	composed	required for growth	cobalamin	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:30411; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-d-galactose	required for growth: D-galactose	composed	required for growth	D-galactose	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:12936; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-dihydrogen	required for growth: dihydrogen	composed	required for growth	dihydrogen	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:18276; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-elemental-sulfur	required for growth: elemental sulfur	composed	required for growth	elemental sulfur	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:33284; CHEBI:33403	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-methane	required for growth: methane	composed	required for growth	methane	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:16183; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-methanol	required for growth: methanol	composed	required for growth	methanol	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:17790; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-serum	required for growth: serum	composed	required for growth	serum	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	2	CHEBI
required-for-growth-sodium-chloride	required for growth: sodium chloride	composed	required for growth	sodium chloride	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:26710; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-sterol	required for growth: sterol	composed	required for growth	sterol	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:15889; CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	3	CHEBI
required-for-growth-yeast-extract	required for growth: yeast extract	composed	required for growth	yeast extract	METPO:2000018	requires for growth	METPO:2000045	is not required for growth	CHEBI:33284	SNOMED:405662005		resolved_with_notes	composed_boolean	2	CHEBI
respiration-quinic-acid	respiration: (-)-quinic acid	composed	respiration	(-)-quinic acid	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17521	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-r-lactate	respiration: (R)-lactate	composed	respiration	(R)-lactate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16004	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-s-lactate	respiration: (S)-lactate	composed	respiration	(S)-lactate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16651	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-1-sodium-lactate	respiration: 1 % sodium lactate	composed	respiration	1 % sodium lactate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration		GO:0045333	METPO:1000800|respiration	resolved_nonchebi_with_notes	composed_boolean	1	GO
respiration-2-deoxyadenosine	respiration: 2-deoxyadenosine	composed	respiration	2-deoxyadenosine	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17256	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-2-hydroxybutyrate	respiration: 2-hydroxybutyrate	composed	respiration	2-hydroxybutyrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:64552	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-2-oxobutanoate	respiration: 2-oxobutanoate	composed	respiration	2-oxobutanoate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16763	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-2-oxogluconate	respiration: 2-oxogluconate	composed	respiration	2-oxogluconate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration		GO:0045333	METPO:1000800|respiration	resolved_nonchebi_with_notes	composed_boolean	1	GO
respiration-2-oxoglutarate	respiration: 2-oxoglutarate	composed	respiration	2-oxoglutarate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:30916	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-2-oxopentanoate	respiration: 2-oxopentanoate	composed	respiration	2-oxopentanoate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:28644	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-2-3-butanediol	respiration: 2,3-butanediol	composed	respiration	2,3-butanediol	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:62064	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-3-hydroxybutyrate	respiration: 3-hydroxybutyrate	composed	respiration	3-hydroxybutyrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:37054	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-3-o-methyl-d-glucose	respiration: 3-O-methyl-D-glucose	composed	respiration	3-O-methyl-D-glucose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:73918	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-4-hydroxy-l-proline	respiration: 4-hydroxy-L-proline	composed	respiration	4-hydroxy-L-proline	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:18240	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-4-hydroxybenzoate	respiration: 4-hydroxybenzoate	composed	respiration	4-hydroxybenzoate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17879	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-4-hydroxybutyrate	respiration: 4-hydroxybutyrate	composed	respiration	4-hydroxybutyrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16724	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-4-hydroxyphenylacetic-acid	respiration: 4-hydroxyphenylacetic acid	composed	respiration	4-hydroxyphenylacetic acid	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:18101	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-5-oxoproline	respiration: 5-oxoproline	composed	respiration	5-oxoproline	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:57606	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-acetate	respiration: acetate	composed	respiration	acetate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:30089	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-acetic-acid	respiration: acetic acid	composed	respiration	acetic acid	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16411	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-acetoacetate	respiration: acetoacetate	composed	respiration	acetoacetate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:13705	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-adenosine	respiration: adenosine	composed	respiration	adenosine	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16335	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-alpha-cyclodextrin	respiration: alpha-cyclodextrin	composed	respiration	alpha-cyclodextrin	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:40585	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-alpha-d-glucose	respiration: alpha-D-glucose	composed	respiration	alpha-D-glucose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17925	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-alpha-d-glucose-6-phosphate	respiration: alpha-D-glucose 6-phosphate	composed	respiration	alpha-D-glucose 6-phosphate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17665	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-alpha-lactose	respiration: alpha-lactose	composed	respiration	alpha-lactose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:36219	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-amygdalin	respiration: amygdalin	composed	respiration	amygdalin	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:27613	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-arbutin	respiration: arbutin	composed	respiration	arbutin	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:18305	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-aspartate	respiration: aspartate	composed	respiration	aspartate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:35391	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-aztreonam	respiration: aztreonam	composed	respiration	aztreonam	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:161680	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-beta-cyclodextrin	respiration: beta-cyclodextrin	composed	respiration	beta-cyclodextrin	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:495055	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-beta-d-glucose	respiration: beta-d-glucose	composed	respiration	beta-d-glucose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:15903	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-beta-hydroxybutyrate	respiration: beta-hydroxybutyrate	composed	respiration	beta-hydroxybutyrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:8295	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-bromosuccinate	respiration: bromosuccinate	composed	respiration	bromosuccinate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:73706	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-butyrate	respiration: butyrate	composed	respiration	butyrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17968	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-carnitine	respiration: carnitine	composed	respiration	carnitine	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17126	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-cellobiose	respiration: cellobiose	composed	respiration	cellobiose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:17057	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-cis-aconitate	respiration: cis-aconitate	composed	respiration	cis-aconitate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16383	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-citrate	respiration: citrate	composed	respiration	citrate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:16947	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-citric-acid	respiration: citric acid	composed	respiration	citric acid	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:53258	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-alanine	respiration: D-alanine	composed	respiration	D-alanine	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:15570	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-arabitol	respiration: D-arabitol	composed	respiration	D-arabitol	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:18333	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-aspartate	respiration: D-aspartate	composed	respiration	D-aspartate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:29990	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-fructose	respiration: D-fructose	composed	respiration	D-fructose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:15824	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-fructose-6-phosphate	respiration: D-fructose 6-phosphate	composed	respiration	D-fructose 6-phosphate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:78697	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-fucose	respiration: D-fucose	composed	respiration	D-fucose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:28847	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-galactonate	respiration: D-galactonate	composed	respiration	D-galactonate	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:12931	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-galactonic-acid-lactone	respiration: D-galactonic acid lactone	composed	respiration	D-galactonic acid lactone	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:15895	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
respiration-d-galactose	respiration: D-galactose	composed	respiration	D-galactose	METPO:2000019	uses for respiration	METPO:2000046	does not use for respiration	CHEBI:12936	GO:0045333	METPO:1000800|respiration	resolved	composed_boolean	2	CHEBI; GO
