card_id	name	type	ontology_curies	ontology_urls	description
oxidation-d-galacturonic-acid	oxidation: D-galacturonic acid	boolean	GO:0055114; CHEBI:18024	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18024	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-glucarate	oxidation: D-glucarate	boolean	GO:0055114; CHEBI:30612	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30612	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-gluconate	oxidation: D-gluconate	boolean	GO:0055114; CHEBI:8391	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8391	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-glucose	oxidation: D-glucose	boolean	GO:0055114; CHEBI:17634	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17634	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-glucose-6-phosphate	oxidation: D-glucose 6-phosphate	boolean	GO:0055114; CHEBI:14314	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:14314	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-glucuronate	oxidation: D-glucuronate	boolean	GO:0055114; CHEBI:15748	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15748	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-malate	oxidation: D-malate	boolean	GO:0055114; CHEBI:15588	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15588	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-mannitol	oxidation: D-mannitol	boolean	GO:0055114; CHEBI:16899	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16899	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-mannose	oxidation: D-mannose	boolean	GO:0055114; CHEBI:16024	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16024	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-psicose	oxidation: D-psicose	boolean	GO:0055114; CHEBI:27605	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27605	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-ribose	oxidation: D-ribose	boolean	GO:0055114; CHEBI:16988	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16988	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-salicin	oxidation: D-salicin	boolean	GO:0055114; CHEBI:17814	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17814	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-serine	oxidation: D-serine	boolean	GO:0055114; CHEBI:16523	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16523	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-sorbitol	oxidation: D-sorbitol	boolean	GO:0055114; CHEBI:17924	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17924	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-tagatose	oxidation: D-tagatose	boolean	GO:0055114; CHEBI:16443	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16443	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-trehalose	oxidation: D-trehalose	boolean	GO:0055114; CHEBI:16551	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16551	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-d-xylose	oxidation: D-xylose	boolean	GO:0055114; CHEBI:65327	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65327	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-dextrin	oxidation: dextrin	boolean	GO:0055114; CHEBI:23652	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:23652	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-dl-alanine	oxidation: dl-alanine	boolean	GO:0055114; CHEBI:16449	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16449	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-elemental-sulfur	oxidation: elemental sulfur	boolean	GO:0055114; CHEBI:33403	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33403	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-erythritol	oxidation: erythritol	boolean	GO:0055114; CHEBI:17113	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17113	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-ethanol	oxidation: ethanol	boolean	GO:0055114; CHEBI:16236	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16236	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-ferrous-sulfate	oxidation: ferrous sulfate	boolean	GO:0055114; CHEBI:75832	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75832	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-formate	oxidation: formate	boolean	GO:0055114; CHEBI:15740	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15740	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-fructose	oxidation: fructose	boolean	GO:0055114; CHEBI:28757	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28757	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-fumarate	oxidation: fumarate	boolean	GO:0055114; CHEBI:29806	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29806	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-galactarate	oxidation: galactarate	boolean	GO:0055114; CHEBI:16537	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16537	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-galactitol	oxidation: galactitol	boolean	GO:0055114; CHEBI:16813	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16813	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-gamma-aminobutyric-acid	oxidation: gamma-aminobutyric acid	boolean	GO:0055114; CHEBI:16865	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16865	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-gelatin	oxidation: gelatin	boolean	GO:0055114; CHEBI:5291	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5291	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-gentiobiose	oxidation: gentiobiose	boolean	GO:0055114; CHEBI:28066	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28066	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-gluconate	oxidation: gluconate	boolean	GO:0055114; CHEBI:24265	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:24265	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
oxidation-glucose	oxidation: glucose	boolean	GO:0055114; CHEBI:17234	https://www.ebi.ac.uk/ols4/ontologies/micro/classes?obo_id=GO%3A0055114; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17234	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
